mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__splitter,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_features,param_classifier__max_depth,param_classifier__criterion,param_classifier__class_weight,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,split3_test_bal_acc,split4_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,split3_train_bal_acc,split4_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
1819.3165887832643,8.620629139581727,0.037707042694091794,0.002416726299094623,best,2,2,,25,gini,balanced,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__max_features': None, 'classifier__max_depth': 25, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced'}",0.7575860140936,0.7667342039473783,0.7553403243358104,0.7615865323689105,0.7575372419764448,0.7597568633444289,0.004029295048278265,2,0.9285672657831947,0.9309091738959744,0.9005594972822488,0.9215547866995818,0.9325867571260602,0.9228354961574119,0.011755721061249556,0.8479589378885362,0.8571648257427551,0.875404608706706,0.848490666728161,0.8449474529704905,0.8547932984073296,0.011079914948320484,2,0.9831979314724485,0.9855343443261635,0.9775671791009465,0.9819511603766633,0.9838396429718415,0.9824180516496128,0.002686609998328242,0.9403883779791357,0.9400222640099016,0.9366149979089947,0.94076295022447,0.9372766645683126,0.9390130509381629,0.0017168505445799207,2,0.9882789167697832,0.9874537110980766,0.982451346195092,0.9867706711592524,0.9870990837273537,0.9864107457899116,0.0020424514673864215
1694.2513591766358,8.403824393625849,0.052124643325805665,0.011983930530930727,best,5,4,sqrt,20,entropy,,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 20, 'classifier__criterion': 'entropy', 'classifier__class_weight': None}",0.7548965427591886,0.73971664738133,0.7668176269708908,0.7442935882727493,0.7448942709077965,0.7501237352583912,0.009706813084607496,4,0.9233091398306105,0.8938343606736586,0.9237215705953927,0.9092156045685422,0.9187898566030608,0.9137741064542529,0.01125522150043736,0.8450911846306124,0.8410775865086851,0.868375557579464,0.832126347897795,0.8395740672758135,0.845248948778474,0.01230180573159106,9,0.982050226105492,0.9750966374305771,0.9809061175530769,0.9803108919148705,0.9819154157013786,0.980055857741079,0.002561925496437403,0.9345937955051479,0.9360176544779174,0.9379038382865023,0.9346163366148291,0.9327271321895471,0.9351717514147888,0.001720379752073595,4,0.9809224232390239,0.9796059093012788,0.9826173166252389,0.9790212349452283,0.9822968192284278,0.9808927406678396,0.001421615174926525
1685.593806028366,6.358009024222064,0.046847295761108396,0.01196942852989655,best,5,16,log2,30,gini,,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 16, 'classifier__max_features': 'log2', 'classifier__max_depth': 30, 'classifier__criterion': 'gini', 'classifier__class_weight': None}",0.6788549367704362,0.6752675581154767,0.6717661633535875,0.6709097699986779,0.6711781244068822,0.6735953105290122,0.003061397598103266,11,0.7681403908052923,0.7611286481381346,0.7632165821750252,0.7696838011652343,0.7705101899813602,0.7665359224530093,0.003702293798839101,0.8364486224462718,0.8341915776999451,0.8432736762179134,0.8131509126029277,0.8211816630805258,0.8296492904095167,0.010921395162363602,13,0.9431239335708493,0.94172535470808,0.9431130056264253,0.9442399991536785,0.9476911218575228,0.9439786829833112,0.0020202955573845106,0.9034650291128845,0.9044550953349162,0.8955362607275646,0.90354798730429,0.9026210115408038,0.901925076804092,0.0032467701301071026,11,0.9326937939759572,0.9322050342326377,0.9290390626627956,0.933821670117341,0.9350485387128659,0.9325616199403195,0.002016210531958994
1703.136986207962,5.154974631727567,0.03695211410522461,0.0025867915021206014,best,20,2,sqrt,15,gini,balanced,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 15, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced'}",0.7010449795647433,0.6695181418297885,0.6662119778762645,0.6687927362233866,0.6922411196303166,0.6795617910249,0.014264345097469665,10,0.7935401574762346,0.7409462851550176,0.7315888298954294,0.7341914795479952,0.7828144901458014,0.7566162484440957,0.02617064238878885,0.8501070376469828,0.8427053206117101,0.8623383788026304,0.8382073228282572,0.8437550946271142,0.8474226309033389,0.008370320383403951,8,0.953154550603957,0.9427681946722467,0.9425898776979004,0.9448241371115677,0.9565668065800741,0.947980713333149,0.005773820614270398,0.9121660956831885,0.9008771278216487,0.8937636215787056,0.9007023590666798,0.9110649936643241,0.9037148395629094,0.006951300329591472,10,0.9449666773324249,0.9285968729173818,0.9214595283217115,0.924630091046477,0.9407131756243967,0.9320732690484783,0.009176335694185866
1735.9479682445526,15.495870148690639,0.13407812118530274,0.13132515907267478,best,10,16,,5,entropy,,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 16, 'classifier__max_features': None, 'classifier__max_depth': 5, 'classifier__criterion': 'entropy', 'classifier__class_weight': None}",0.5453548745994158,0.5428852483026005,0.5338332982053459,0.5539106554408164,0.5482046288261675,0.5448377410748693,0.006615604676796039,17,0.5485562676666963,0.552934572740174,0.536921453463777,0.553948223439557,0.5628128732297568,0.5510346781079922,0.008439785003333259,0.7610654735796469,0.7581121583959266,0.7841213276361659,0.7620433175058501,0.7488871528682152,0.762845885997161,0.011607866376403602,18,0.7692757011148961,0.7696698217786531,0.7734193495578676,0.7798958693614595,0.7792367710481771,0.7742995025722106,0.004541874853075301,0.7969030041288844,0.7869680523569289,0.7943865983646915,0.8091754633194038,0.8099022841888328,0.7994670804717483,0.008851640117864155,17,0.7967183322729335,0.7887413274265908,0.8013383379597132,0.8044836034371038,0.812922464470313,0.8008408131133308,0.00803587150208964
1662.8351973056792,7.089429464080462,0.052646636962890625,0.01808985016232432,random,2,4,sqrt,,entropy,,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': None, 'classifier__criterion': 'entropy', 'classifier__class_weight': None}",0.714593305006782,0.7004595937300386,0.7079097911859928,0.715529436201199,0.7002419766556887,0.7077468205559402,0.006586294433488189,7,0.8371720677281381,0.8269773949604036,0.8324715646108979,0.8408917743786075,0.8415169129835551,0.8358059429323206,0.005466415561713182,0.8527681099964006,0.8493310109839831,0.865661923010153,0.8422381258622519,0.8368473875299742,0.8493693114765526,0.009845352979762207,5,0.9769634043722896,0.9762219954681045,0.9743006481397899,0.9774953323845719,0.9782256854579663,0.9766414131645444,0.0013414818058477477,0.9212966606067665,0.9154441577095097,0.9148315977273314,0.9218900472142681,0.9170524786830967,0.9181029883881946,0.002946737343782907,7,0.9591135317459902,0.9562874361174298,0.9571351558840168,0.9588461090984823,0.9594404209502235,0.9581645307592286,0.001230946352436086
1664.2300761699676,8.004197056661388,0.06255593299865722,0.02795410902267751,random,50,2,log2,25,gini,,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 25, 'classifier__criterion': 'gini', 'classifier__class_weight': None}",0.6268187169020146,0.6255383293899928,0.6169040663511691,0.6142462328020425,0.6415473469522948,0.6250109384795028,0.009577048326116895,15,0.6723988699677571,0.6861664362705955,0.6778241675482891,0.6752736602488059,0.6970733514630053,0.6817472970996905,0.008934301794257752,0.841907401942159,0.8310806319575941,0.8339230217982351,0.8061373116222492,0.8346081778642379,0.8295313090368952,0.012230363283377526,14,0.9246804928081243,0.925732960917791,0.9243013165424202,0.924673702475552,0.9304656967674536,0.9259708339022682,0.002297615895915243,0.8760532560427908,0.8740256242966508,0.8685283959071133,0.8721249175111173,0.8848670192721496,0.8751198426059643,0.005467957081430888,15,0.893123754849503,0.8981860653422015,0.8953627076321122,0.8922591796062168,0.9050205997027351,0.8967904614265537,0.00459779554328988
1871.5991071224212,3.7135179380122145,0.03740978240966797,0.0015657722286417045,best,2,8,,,gini,balanced,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 8, 'classifier__max_features': None, 'classifier__max_depth': None, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced'}",0.7559209671632664,0.7558540402842382,0.759937065241564,0.7547987038652736,0.7578010493688283,0.7568623651846341,0.0018164006065931244,3,0.9028702186728615,0.8970604535544595,0.9016229731208096,0.8988001367451985,0.9037335623039663,0.9008174688794591,0.002512011654025655,0.8505442398701758,0.8565204809538889,0.8606536487593592,0.8356671215543358,0.8430109775145379,0.8492792937304596,0.0090332037838169,6,0.9727265417679692,0.9699942731059517,0.9671175518540691,0.9687851981892083,0.9760844300337006,0.9709415989901797,0.0031561229097340163,0.9380495112802052,0.9349396700392097,0.9381622682478229,0.9371177849561185,0.9372908496747007,0.9371120168396114,0.0011604334467675346,3,0.9758263543042571,0.9737606709451672,0.9758264183559108,0.9742715884523158,0.9756753450016364,0.9750720754118575,0.0008789158287761537
1664.2844554901124,7.870943756148314,0.03912310600280762,0.0031325385229854412,random,10,8,sqrt,20,entropy,balanced,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 8, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 20, 'classifier__criterion': 'entropy', 'classifier__class_weight': 'balanced'}",0.660700716109598,0.6492163730705444,0.6507765282183501,0.6493136625821186,0.6441842086264906,0.6508382977214204,0.005413005920915846,14,0.7201998078525836,0.7207502134818485,0.7063804367291595,0.7115389207131402,0.7150531627628374,0.7147845083079138,0.005406469097907382,0.8516294277694529,0.8449299613444172,0.8668658922097954,0.8434319148608058,0.8406854031119313,0.8495085198592804,0.009396939297417205,4,0.9500851561329918,0.9471117609859295,0.941808497039542,0.9443490950118016,0.9469859703301446,0.946068095900082,0.0027988443937535462,0.8958446306136554,0.888048978253453,0.8865167467335695,0.8897146968636382,0.8873591561383314,0.8894968417205295,0.003343317486988272,14,0.9152701068305547,0.9153575297916291,0.9096729193190064,0.912540737741241,0.9135871438404329,0.9132856875045727,0.0020942001126312637
1660.1354266643525,8.044798879853191,0.03879823684692383,0.0038972682891360586,random,50,2,sqrt,25,gini,balanced,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 25, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced'}",0.6667973859174553,0.6768300542570298,0.6468448122801151,0.6573386517073585,0.6579054806751542,0.6611432769674226,0.010074209848583654,12,0.7422559819119703,0.749576147006698,0.7119841054474342,0.7506386311233376,0.7296722781172604,0.73682542872134,0.014499208191558035,0.8302323667175567,0.8540177830461391,0.8500207592241399,0.813417556040303,0.8364983257741688,0.8368373581604616,0.014568438825937306,12,0.9424777378688315,0.9466834797125043,0.9380492896855894,0.9435598944042674,0.9431003600412788,0.9427741523424944,0.0027719607213344917,0.8973685626155351,0.9018358576970051,0.885064044488903,0.8973764103080443,0.8942495539722413,0.8951788858163457,0.005605581963582798,13,0.9210339722955114,0.924972599720725,0.9104788463535898,0.9225633348739954,0.9190761074523055,0.9196249721392254,0.004963249884564165
1665.5874557495117,8.78888192531406,0.0344578742980957,0.0012354844824680208,random,2,16,,5,gini,,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 16, 'classifier__max_features': None, 'classifier__max_depth': 5, 'classifier__criterion': 'gini', 'classifier__class_weight': None}",0.4740321706479701,0.42109148571195165,0.4350486370173984,0.4581508652982443,0.48560550609544484,0.4547857329542018,0.023901728595694394,19,0.4649983336833857,0.4200435950409263,0.4344962884077657,0.45362412307922073,0.5014445246620818,0.45492137297467605,0.02793304534241442,0.7605875147881336,0.7121828604913236,0.7318540113591574,0.725435970471905,0.7256798280340119,0.7311480370289063,0.016058568962122027,19,0.7579633954745175,0.715973901754188,0.723798471179283,0.7214612590035334,0.751590466166219,0.7341574987155483,0.01714512308156513,0.7437275809993863,0.6566785099254482,0.666313211448231,0.716802652156465,0.7672272498415796,0.710149840874222,0.04291943256186448,19,0.7338963811411806,0.6534369377690998,0.6724493118901763,0.7126404956174076,0.7723901744681336,0.7089626601771994,0.042601870700316374
1655.4617237567902,11.540494497684314,0.03758749961853027,0.0029725861717187353,random,5,8,sqrt,10,gini,,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 8, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 10, 'classifier__criterion': 'gini', 'classifier__class_weight': None}",0.5388163583974913,0.5347230581403509,0.5233379615852939,0.4965915629393292,0.5185579196949501,0.5224053721514832,0.0148530886834075,18,0.5457067872874679,0.5449024012781796,0.5320137725616659,0.5051493046080604,0.5304471081458363,0.5316438747762421,0.014677093420953535,0.7981314747113633,0.7947437646962711,0.7951041641234343,0.7683413441228241,0.7687864855722334,0.7850214466452252,0.01348967958941483,17,0.8139490882570186,0.8120333388176524,0.8083659968838722,0.7977764336273149,0.8020784111456806,0.8068406537463078,0.006077162694602296,0.7995973528164801,0.7995714646646438,0.7847028895696729,0.7680493419572754,0.7855755401359217,0.7874993178287987,0.011678370372721165,18,0.802728754775289,0.8040176663108138,0.7913928665807648,0.7701775693133684,0.7916383743033897,0.7919910462567252,0.012134644180566678
1814.5887612342835,7.841049209513197,0.037326812744140625,0.004181964986088953,best,10,8,,,entropy,balanced,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 8, 'classifier__max_features': None, 'classifier__max_depth': None, 'classifier__criterion': 'entropy', 'classifier__class_weight': 'balanced'}",0.7744925066520012,0.7704486134984104,0.7899946291989874,0.7647882153328972,0.7707844275060749,0.7741016784376742,0.008530278574494014,1,0.9238873772469252,0.9190252737002513,0.9238710330351229,0.9234079354908925,0.923966821079697,0.9228316881105778,0.001913326735757447,0.8614258132413127,0.8691331551107122,0.8792028955888878,0.8456546054062379,0.8483881901860458,0.8607609319066393,0.01258513449309643,1,0.97689994742255,0.979799050211842,0.9750361942784427,0.9812419310072651,0.9777651145815407,0.978148447500328,0.0021765084978893263,0.9422904275516492,0.9418844138673045,0.9440839098304623,0.9424179378137306,0.9428422597324827,0.9427037897591258,0.0007547001849981889,1,0.9816421061852874,0.9798398115522846,0.981380048886689,0.98118949711175,0.9809638571736892,0.98100306418194,0.0006228873504688528
1666.0760138988494,5.51359992873823,0.0329709529876709,0.0012055519816465395,random,10,8,log2,5,entropy,,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 8, 'classifier__max_features': 'log2', 'classifier__max_depth': 5, 'classifier__criterion': 'entropy', 'classifier__class_weight': None}",0.3390980687047226,0.33286378291722923,0.33483064189672185,0.3290250173572478,0.32671262452207384,0.3325060270795991,0.004351270572036408,20,0.33509164286319126,0.332133980991799,0.3297888311647799,0.33416325370670175,0.33172021583985567,0.3325795849132655,0.0018731698553486789,0.5940251968617801,0.5855823850921852,0.601992637161859,0.5753642664635754,0.5901303844129673,0.5894189739984734,0.008855220127336786,20,0.588857611796265,0.5902492080538984,0.5838577317532586,0.5962504819963066,0.5919612126988862,0.5902352492597229,0.004043087534113325,0.5912795577581025,0.5882557605405593,0.5816863896848262,0.5826314779126086,0.5736047708376744,0.5834915913467542,0.006084365157846419,20,0.5897281644504531,0.58289309676644,0.5819679882112581,0.5838843476559512,0.5778856638800528,0.5832718521928311,0.0038187343493999706
1662.1356888771056,13.945971340935612,0.04384799003601074,0.009010302318183413,random,20,2,log2,30,entropy,,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 30, 'classifier__criterion': 'entropy', 'classifier__class_weight': None}",0.6743992057321962,0.6545247120880658,0.6589671481392906,0.6501524879913357,0.6532806802341852,0.6582648468370147,0.008549288330426388,13,0.7713305665269043,0.7461224696590426,0.770987764337068,0.7542236824042359,0.7583565766466382,0.7602042119147777,0.0097729905767535,0.8396032589644987,0.8413432918883064,0.8316602682909014,0.8145181286071186,0.8179175193510947,0.829008493420384,0.010994622307019888,15,0.958700488252855,0.9565196257709034,0.9611320053571448,0.9584017732793336,0.9560595002693469,0.9581626785859167,0.001804787442820717,0.9021256437975583,0.8935454281255493,0.8956613482527578,0.8924237010838348,0.8945715600974671,0.8956655362714334,0.003403943142639102,12,0.934949665040428,0.9292697227470663,0.9360465601349002,0.9304493971593975,0.9321623338113315,0.9325755357786246,0.0025808564829208885
1660.5468767642974,9.113800820297367,0.03880696296691895,0.0029022299442577216,best,10,1,log2,25,gini,,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'log2', 'classifier__max_depth': 25, 'classifier__criterion': 'gini', 'classifier__class_weight': None}",0.7309211730397005,0.7353429710240127,0.7316683150888638,0.717752453741373,0.7272968286362087,0.7285963483060318,0.005993955434561903,6,0.8953871864912332,0.9053718152222997,0.9050899200343799,0.898164509834259,0.8934778524965068,0.8994982568157358,0.00491305270268193,0.8423595927446599,0.8440150743543942,0.8465129105834442,0.8196445744443773,0.8390170046525116,0.8383098313558774,0.009645027562798463,11,0.9860855419085178,0.9865216112412106,0.9859078217895666,0.9865433966810905,0.9842709706158272,0.9858658684472426,0.0008345967558858846,0.9287214068789226,0.9286712234269624,0.9298966298952865,0.9256531127137337,0.9275224020188959,0.9280929549867603,0.001432546707910743,6,0.9813837459971658,0.981653205928933,0.982642533217004,0.9798201862198112,0.9799259708855907,0.9810851284497009,0.0010752784918034368
1653.700715112686,15.373979565271023,0.03239750862121582,0.0038294913774215835,best,10,4,sqrt,15,gini,balanced,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 15, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced'}",0.6826873175494679,0.6629305084280898,0.680965615611414,0.6953678325161293,0.6887450904914386,0.682139272919308,0.010856206266233431,9,0.7683119372158763,0.7459751870381784,0.7509020473896515,0.7790376925919833,0.7816567641216822,0.7651767256714743,0.014463838692791227,0.8447160720742355,0.8505296402140198,0.871906556376905,0.8350881087295656,0.8370879852914521,0.8478656725372357,0.013224261657113094,7,0.9513136176372784,0.9501321367817596,0.9527488287641969,0.9474110821192054,0.9538333274300322,0.9510877985464944,0.002226184071073026,0.9103489690942458,0.8945647031127438,0.9066507086943875,0.915946449235588,0.9145450909942945,0.9084111842262519,0.007654859300073628,8,0.9409117101800586,0.9288057958647244,0.9357918887202582,0.9425701952524224,0.9464455539477395,0.9389050287930407,0.006099276708361048
1610.463817691803,24.6943250015164,0.02587718963623047,0.0037417343605546187,best,5,8,sqrt,,entropy,balanced,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 8, 'classifier__max_features': 'sqrt', 'classifier__max_depth': None, 'classifier__criterion': 'entropy', 'classifier__class_weight': 'balanced'}",0.7349618340542375,0.7430034328029465,0.7441799263601739,0.7329429002993535,0.7366668814741406,0.7383509949981704,0.004454026423076748,5,0.8839483057874794,0.8768212186796953,0.877647430908884,0.8814492070346382,0.876339236965306,0.8792410798752005,0.0029614165140531973,0.8345828357340237,0.849216905018128,0.8679891411147211,0.8248397664813771,0.8394576908085721,0.8432172678313645,0.014670117554008615,10,0.9722390774948716,0.9743262546047046,0.9725602031277756,0.9727292857513807,0.973490381214787,0.9730690404387039,0.0007511727702025286,0.9283714476074645,0.9311403250108828,0.9285782833520566,0.9302439025303846,0.9286629429404478,0.9293993802882472,0.001097022523635147,5,0.9693457564938671,0.9679644291810557,0.9685480018919842,0.9685188751685715,0.9678658484589118,0.968448582238878,0.0005279639853089037
1580.669058084488,23.11152357487282,0.023028802871704102,0.0008262631938287645,best,50,1,sqrt,15,gini,,"{'classifier__splitter': 'best', 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 15, 'classifier__criterion': 'gini', 'classifier__class_weight': None}",0.6796115209854859,0.671478555441283,0.6806305260287185,0.6996428693906381,0.6952872315859471,0.6853301406864146,0.010494315272185084,8,0.7569223962871838,0.7528290013938648,0.7565065048367612,0.7848772646312847,0.763751193463128,0.7629772721224445,0.01150415903536859,0.841845319800387,0.8505117843708806,0.8663416199765237,0.8381213004941286,0.8569520525151896,0.8507544154314217,0.010201941959904127,3,0.9497987240813595,0.9451052073835212,0.9441386232024754,0.9488087110686483,0.9497540253771387,0.9475210582226288,0.0024128471095942287,0.907014480159375,0.8990542444296711,0.9021482121200455,0.914300290777548,0.9088482178083394,0.906273089058996,0.005305530017134194,9,0.9318221384429061,0.9286646541421919,0.9323096000024749,0.9414412905106211,0.9326084534501163,0.933369227309662,0.004275190846395101
983.846114206314,283.8197356298372,0.022474098205566406,0.0008829234613393872,random,20,16,log2,30,entropy,balanced,"{'classifier__splitter': 'random', 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 16, 'classifier__max_features': 'log2', 'classifier__max_depth': 30, 'classifier__criterion': 'entropy', 'classifier__class_weight': 'balanced'}",0.5631153063036991,0.5916637831472886,0.5830606165048431,0.5874494923700736,0.5687656180364754,0.5788109632724759,0.011001284696722846,16,0.5837303690633793,0.6252482733983028,0.6179360488628018,0.6235292302043263,0.5999936496090289,0.6100875142275679,0.01592930034305861,0.8297666220764764,0.8171310225051197,0.8265551767920474,0.8252616028541784,0.8158673909415348,0.8229163630338714,0.00545573710738326,16,0.8802562656993302,0.8853094421610711,0.8965702016634353,0.8972767823306553,0.8809903519461054,0.8880806087601195,0.007427169667440305,0.8206366290907974,0.8530716312258724,0.840561438022451,0.8468128828766868,0.8264053317041232,0.8374975825839861,0.012215095603982243,16,0.8285164051717667,0.8659743416014508,0.8562481558536047,0.8607432666125588,0.8389672345374589,0.8500898807553681,0.014091580368599555
